P23043203,-78.62517436,35.81282281,25E,Northeast,2023-08-06,3:16:00,Assault/Simple,RALEIGH,2400 BLOCK PAULA ST
P23043204,-78.74490012,35.78001673,30B,Southwest,2023-08-06,3:27:00,Burglary/Residential,RALEIGH,6300 BLOCK DAYBROOK CIR
P23043205,-78.60708276,35.77036646,11,Southeast,2023-08-06,4:15:00,Homicide/Murder-Nonnegligent Manslaughter,RALEIGH,500 BLOCK PEYTON ST
P23043206,-78.5681677,35.85062807,25G,Northeast,2023-08-06,4:25:00,Assault/Aggravated,RALEIGH,4600 BLOCK KRESSON PL
P23043206,-78.5681677,35.85062807,53A,Northeast,2023-08-06,4:25:00,Damage to Property (Group A),RALEIGH,4600 BLOCK KRESSON PL
P23043210,-78.58809708,35.84829783,71M,Northeast,2023-08-06,3:04:00,Liquor-Alcohol Law Violations,RALEIGH,4600 BLOCK MILLBROOK GREEN DR
P23043212,-78.68044696,35.85428708,80A,Northwest,2023-08-06,4:58:00,All Other/All Other Offenses,RALEIGH,5300 BLOCK CREEDMOOR RD
P23043214,-78.68184236,35.87727913,25F,Northwest,2023-08-06,5:38:00,Assault/Intimidation-Communicating Threats,RALEIGH,6900 BLOCK SAXBY CT
P23043218,-78.56221295,35.79858674,80D,Southeast,2023-08-06,6:53:00,All Other/Trespassing,RALEIGH,4400 BLOCK NEW BERN AVE
P23043220,-78.64418728,35.83859839,30A,North,2023-08-06,6:45:00,Burglary/Commercial or Non-Residential,RALEIGH,4200 BLOCK LASSITER MILL RD
P23043222,-78.63307822,35.78234873,82E,Downtown,2023-08-05,22:38:00,Humane/Animal Bite,RALEIGH,100 BLOCK N BLOODWORTH ST
P23043223,-78.5878931,35.82383692,25F,Northeast,2023-08-06,8:51:00,Assault/Intimidation-Communicating Threats,RALEIGH,3200 BLOCK CAPITAL BLVD
P23043224,-78.64255609,35.83561207,54Z,North,2023-08-06,8:29:00,Drug Equipment/Paraphernalia,RALEIGH,4100 BLOCK THE CIRCLE AT NORTH HILLS
P23043225,-78.56139204,35.95814964,30B,North,2023-08-06,9:24:00,Burglary/Residential,RALEIGH,2500 BLOCK VILLAGE MANOR WAY
P23043226,-78.68184236,35.87727913,25E,Northwest,2023-08-06,9:05:00,Assault/Simple,RALEIGH,6900 BLOCK SAXBY CT
P23043227,-78.64739272,35.78417219,35D,Downtown,2023-08-06,10:26:00,Larceny/Theft from Building,RALEIGH,300 BLOCK GLENWOOD AVE
P23043228,-78.5802073,35.84819402,80B,Northeast,2023-08-06,10:35:00,All Other/Damage to Property (minor),RALEIGH,4600 BLOCK CAPITAL BLVD
P23043230,-78.636619,35.74185175,25G,Southeast,2023-08-06,9:30:00,Assault/Aggravated,RALEIGH,300 BLOCK RUSH ST
P23043230,-78.636619,35.74185175,80B,Southeast,2023-08-06,9:30:00,All Other/Damage to Property (minor),RALEIGH,300 BLOCK RUSH ST
P23043232,-78.56609492,35.72739253,35H,Southeast,2023-08-06,7:48:00,Larceny/All Other,RALEIGH,4300 BLOCK HAVERTY DR
P23043233,-78.73824037,35.77970484,53A,Southwest,2023-08-06,9:50:00,Damage to Property (Group A),RALEIGH,500 BLOCK BRIDLE PATH DR
P23043234,-78.57871784,35.79704584,20A,Northeast,2023-08-06,10:16:00,Robbery/From Business,RALEIGH,3600 BLOCK NEW BERN AVE
P23043236,-78.61219322,35.83666914,35C,North,2023-08-06,11:21:00,Larceny/Shoplifting,RALEIGH,1700 BLOCK NEW HOPE CHURCH RD
P23043237,-78.5987634,35.83639075,25E,Northeast,2023-08-06,11:04:00,Assault/Simple,RALEIGH,3800 BLOCK BRENTWOOD RD
P23043238,-78.61219322,35.83666914,35C,North,2023-08-06,10:05:00,Larceny/Shoplifting,RALEIGH,1700 BLOCK NEW HOPE CHURCH RD
P23043240,-78.66234063,35.79719679,25F,Southwest,2023-08-06,9:09:00,Assault/Intimidation-Communicating Threats,RALEIGH,2300 BLOCK MAYVIEW RD
P23043241,-78.68266468,35.83184166,25E,Northwest,2023-08-06,10:48:00,Assault/Simple,RALEIGH,3800 BLOCK BLUE RIDGE RD
P23043243,-78.58096788,35.85512879,56C,Northeast,2023-08-06,11:46:00,Fraud/ID Theft,RALEIGH,5100 BLOCK CAPITAL BLVD
P23043244,-78.59197209,35.86726592,40A,North,2023-08-06,10:08:00,Motor Vehicle Theft,RALEIGH,2900 BLOCK BERKELEY SPRINGS PL
P23043246,-78.67827867,35.74468856,35H,Southwest,2023-08-06,11:39:00,Larceny/All Other,RALEIGH,2600 BLOCK LAKE WHEELER RD
P23043247,0,0,35F,Northeast,2023-08-06,8:40:00,Larceny/Theft from Motor Vehicle,WAKE COUNTY,2200 BLOCK E MILLBROOK RD SUIT
P23043248,-78.58400838,35.79712932,80B,Northeast,2023-08-06,10:43:00,All Other/Damage to Property (minor),RALEIGH,3500 BLOCK MAITLAND DR
P23043249,-78.56066652,35.81562196,25G,Southeast,2023-08-06,12:09:00,Assault/Aggravated,RALEIGH,4700 BLOCK EASTHAMPTON DR
P23043251,-78.73139312,35.77830025,80B,Southwest,2023-08-06,11:49:00,All Other/Damage to Property (minor),RALEIGH,400 BLOCK BUCK JONES RD
P23043252,-78.63317644,35.85185442,53A,North,2023-08-06,10:04:00,Damage to Property (Group A),RALEIGH,400 BLOCK E MILLBROOK RD
P23043253,-78.64462963,35.87944782,80A,North,2023-08-06,8:45:00,All Other/All Other Offenses,RALEIGH,7100 BLOCK SANDY CREEK DR
P23043259,-78.74004561,35.78524894,25G,Southwest,2023-08-06,13:35:00,Assault/Aggravated,RALEIGH,6000 BLOCK INONA PL
P23043260,-78.57628584,35.89842936,25E,North,2023-08-06,12:54:00,Assault/Simple,RALEIGH,8600 BLOCK HAWKSMOOR DR
P23043262,-78.58690725,35.82514956,80B,Northeast,2023-08-06,11:29:00,All Other/Damage to Property (minor),RALEIGH,3300 BLOCK CAPITAL BLVD
P23043264,-78.58791591,35.78791724,35C,Southeast,2023-08-06,11:40:00,Larceny/Shoplifting,RALEIGH,3100 BLOCK NEW BERN AVE
P23043267,-78.62301432,35.84891209,82E,North,2023-08-06,8:48:00,Humane/Animal Bite,RALEIGH,800 BLOCK PURDUE ST
P23043268,-78.68427348,35.81627261,80B,Southwest,2023-08-06,12:46:00,All Other/Damage to Property (minor),RALEIGH,3300 BLOCK LAKE BOONE TRL
P23043272,-78.73139312,35.77830025,25E,Southwest,2023-08-06,14:33:00,Assault/Simple,RALEIGH,400 BLOCK BUCK JONES RD
P23043273,-78.63998841,35.83611849,35F,North,2023-08-06,13:37:00,Larceny/Theft from Motor Vehicle,RALEIGH,4200 BLOCK SIX FORKS RD
P23043273,-78.63998841,35.83611849,80B,North,2023-08-06,13:37:00,All Other/Damage to Property (minor),RALEIGH,4200 BLOCK SIX FORKS RD
P23043274,-78.67654879,35.83964159,25E,Northwest,2023-08-06,15:30:00,Assault/Simple,RALEIGH,4300 BLOCK GLENWOOD AV
P23043276,-78.56026396,35.92070493,80D,North,2023-08-06,15:32:00,All Other/Trespassing,RALEIGH,10800 BLOCK BEDFORDTOWN DR
P23043276,-78.56026396,35.92070493,54Z,North,2023-08-06,15:32:00,Drug Equipment/Paraphernalia,RALEIGH,10800 BLOCK BEDFORDTOWN DR
P23043278,-78.54605977,35.89123478,35F,North,2023-08-06,9:23:00,Larceny/Theft from Motor Vehicle,RALEIGH,5700 BLOCK CLARKS FORK DR
P23043280,-78.75049225,35.92605143,80A,Northwest,2023-08-06,14:54:00,All Other/All Other Offenses,RALEIGH,5400 BLOCK INGATE WAY
P23043280,-78.75049225,35.92605143,25G,Northwest,2023-08-06,14:54:00,Assault/Aggravated,RALEIGH,5400 BLOCK INGATE WAY
P23043280,-78.75049225,35.92605143,50A,Northwest,2023-08-06,14:54:00,Kidnapping/Abduction,RALEIGH,5400 BLOCK INGATE WAY
P23043281,-78.7995759,35.9181612,25E,Northwest,2023-08-06,15:28:00,Assault/Simple,RALEIGH,10600 BLOCK WESTGATE CLUB DR
P23043285,-78.60681231,35.77227992,25G,Southeast,2023-08-06,16:35:00,Assault/Aggravated,RALEIGH,2400 BLOCK MELVID CT
P23043286,-78.64379804,35.79648162,30A,Downtown,2023-08-06,16:43:00,Burglary/Commercial or Non-Residential,RALEIGH,1300 BLOCK DALE ST
P23043289,-78.58473399,35.74589046,54D,Southeast,2023-08-06,18:17:00,Drug Violation/Misdemeanor,RALEIGH,3800 BLOCK ROCK QUARRY RD
P23043292,-78.59722292,35.82352676,25E,Northeast,2023-08-06,17:55:00,Assault/Simple,RALEIGH,3100 BLOCK CRANDON LN
P23043292,-78.59722292,35.82352676,53A,Northeast,2023-08-06,17:55:00,Damage to Property (Group A),RALEIGH,3100 BLOCK CRANDON LN
P23043293,-78.56426809,35.94092741,51C,North,2023-08-06,16:12:00,Weapons/Shots Fired,RALEIGH,12000 BLOCK HEATHERVIEW DR
P23043295,-78.54552337,35.8741662,25E,North,2023-08-06,18:12:00,Assault/Simple,RALEIGH,7200 BLOCK PILGRIM RD
P23043296,-78.53548169,35.80003886,25E,Southeast,2023-08-06,17:48:00,Assault/Simple,WAKE COUNTY,1100 BLOCK OLD MILBURNIE RD
P23043297,-78.67654879,35.83964159,17N,Northwest,2023-08-06,15:07:00,Sex Offense/Peeping Tom,RALEIGH,4300 BLOCK GLENWOOD AVE
P23043301,-78.64297972,35.75029891,63M,Southeast,2023-08-06,19:06:00,Embezzlement,RALEIGH,2400 BLOCK S WILMINGTON ST
P23043304,-78.57717397,35.80085572,35H,Northeast,2023-08-06,17:29:00,Larceny/All Other,RALEIGH,3600 BLOCK AMBER LN
P23043305,-78.61219322,35.83666914,56A,North,2023-08-06,18:36:00,Fraud/False Pretense or Swindle,RALEIGH,1700 BLOCK NEW HOPE CHURCH RD
P23043306,-78.67164093,35.74927084,35F,Southwest,2023-08-06,19:25:00,Larceny/Theft from Motor Vehicle,RALEIGH,2300 BLOCK LAKE WHEELER RD
P23043306,-78.67164093,35.74927084,80B,Southwest,2023-08-06,19:25:00,All Other/Damage to Property (minor),RALEIGH,2300 BLOCK LAKE WHEELER RD
P23043307,-78.74583448,35.90594048,52D,Northwest,2023-08-06,15:44:00,Stolen Property/Recover Stolen Vehicle (no arrest) (STOLEN FROM OTHER JURISDICTION),RALEIGH,8800 BLOCK WESTGATE PARK DR
P23043308,-78.71388051,35.83802936,25E,Northwest,2023-08-06,19:19:00,Assault/Simple,RALEIGH,4400 BLOCK ROCKWOOD DR
P23043310,-78.68921555,35.83199221,80B,Northwest,2023-08-06,19:04:00,All Other/Damage to Property (minor),RALEIGH,4100 BLOCK GARDENLAKE DR
P23043313,-78.58473399,35.74589046,25E,Southeast,2023-08-06,20:00:00,Assault/Simple,RALEIGH,3800 BLOCK ROCK QUARRY RD
P23043314,-78.6092895,35.74977924,25E,Southeast,2023-08-06,19:31:00,Assault/Simple,RALEIGH,2200 BLOCK FOX RIDGE MANOR RD
P23043315,-78.6488148,35.85865386,51C,North,2023-08-06,20:15:00,Weapons/Shots Fired,RALEIGH,5500 BLOCK DIXON DR
P23043321,-78.54662396,35.79760373,51D,Southeast,2023-08-06,19:39:00,Weapons/All Other,RALEIGH,5200 BLOCK RALEIGH BEACH RD
P23043323,-78.63934355,35.77560851,80D,Downtown,2023-08-06,21:11:00,All Other/Trespassing,RALEIGH,400 BLOCK FAYETTEVILLE ST
P23043323,-78.63934355,35.77560851,54D,Downtown,2023-08-06,21:11:00,Drug Violation/Misdemeanor,RALEIGH,400 BLOCK FAYETTEVILLE ST
P23043324,-78.58473399,35.74589046,25E,Southeast,2023-08-06,14:36:00,Assault/Simple,RALEIGH,3800 BLOCK ROCK QUARRY RD
P23043324,-78.58473399,35.74589046,80B,Southeast,2023-08-06,14:36:00,All Other/Damage to Property (minor),RALEIGH,3800 BLOCK ROCK QUARRY RD
P23043328,-78.61336541,35.78403833,52D,Southeast,2023-08-06,20:55:00,Stolen Property/Recover Stolen Vehicle (no arrest) (STOLEN FROM OTHER JURISDICTION),RALEIGH,N RALEIGH BLVD  &  OAKWOOD AVE
P23043329,-78.61390712,35.84386845,25E,North,2023-08-06,21:27:00,Assault/Simple,RALEIGH,4500 BLOCK FALLS OF NEUSE RD
P23043330,-78.58935662,35.82243742,35C,Northeast,2023-08-06,21:45:00,Larceny/Shoplifting,RALEIGH,3100 BLOCK CAPITAL BLVD
P23043333,-78.61801164,35.75146392,25F,Southeast,2023-08-06,19:11:00,Assault/Intimidation-Communicating Threats,RALEIGH,1100 BLOCK HADLEY RD
P23043339,-78.72180925,35.87281619,51D,Northwest,2023-08-06,22:12:00,Weapons/All Other,RALEIGH,4000 BLOCK BELLA PARK TRL
P23043340,-78.65062525,35.78232023,35H,Downtown,2023-08-06,21:13:00,Larceny/All Other,RALEIGH,100 BLOCK ST MARYS ST
P23043341,-78.6382455,35.77790608,40A,Downtown,2023-08-06,22:36:00,Motor Vehicle Theft,RALEIGH,200 BLOCK S WILMINGTON ST
P23043342,-78.60042873,35.86125501,35C,Northeast,2023-08-06,22:36:00,Larceny/Shoplifting,RALEIGH,2400 BLOCK SPRING FOREST RD
P23043343,-78.66692581,35.83010614,20B,Southwest,2023-08-06,21:47:00,Robbery/From Person,RALEIGH,3700 BLOCK GLENWOOD AVE
P23043345,-78.78903433,35.91184192,25E,Northwest,2023-08-06,22:00:00,Assault/Simple,RALEIGH,8100 BLOCK BROOKGATE TER
P23043346,-78.54022341,35.87592973,25E,North,2023-08-06,22:40:00,Assault/Simple,RALEIGH,7400 BLOCK LOUISBURG RD
P23043347,-78.64725321,35.78657852,25F,Downtown,2023-08-06,23:05:00,Assault/Intimidation-Communicating Threats,RALEIGH,500 BLOCK GLENWOOD AV
P23043348,-78.61651156,35.78009138,35H,Southeast,2023-08-06,23:39:00,Larceny/All Other,RALEIGH,1500 BLOCK NEW BERN AV
P23043349,-78.62122532,35.768816,40A,Southeast,2023-08-07,0:03:00,Motor Vehicle Theft,RALEIGH,1100 BLOCK UPCHURCH ST
P23043352,-78.58134151,35.77659322,35F,Southeast,2023-08-06,23:55:00,Larceny/Theft from Motor Vehicle,RALEIGH,300 BLOCK STONEY MOSS DR
P23043352,-78.58134151,35.77659322,53A,Southeast,2023-08-06,23:55:00,Damage to Property (Group A),RALEIGH,300 BLOCK STONEY MOSS DR
P23043354,-78.58286284,35.83469238,71A,Northeast,2023-08-07,0:40:00,Traffic/DWI (Driving While Impaired),RALEIGH,3900 BLOCK CAPITAL BLVD
P23043355,-78.55116623,35.83571782,35F,Northeast,2023-08-06,23:57:00,Larceny/Theft from Motor Vehicle,RALEIGH,4200 BLOCK ROCKDELL HALL ST
P23043356,-78.56023872,35.79840605,25E,Southeast,2023-08-07,1:13:00,Assault/Simple,RALEIGH,4500 BLOCK NEW BERN AV
P23043359,-78.70835661,35.82598028,25E,Northwest,2023-08-07,0:49:00,Assault/Simple,RALEIGH,3100 BLOCK CHARLES B ROOT WYND
P23043362,-78.69084631,35.81550574,71A,Southwest,2023-08-07,1:39:00,Traffic/DWI (Driving While Impaired),RALEIGH,LAKE BOONE TRL  &  I 440 WB
P23043365,-78.64117009,35.7555926,25E,Downtown,2023-08-07,1:25:00,Assault/Simple,RALEIGH,1900 BLOCK S WILMINGTON ST
P23043366,-78.5991252,35.79546496,30B,Northeast,2023-08-07,2:00:00,Burglary/Residential,RALEIGH,2500 BLOCK REMINGTON RD
P23043367,-78.62280262,35.82326004,35F,Southwest,2023-08-07,2:35:00,Larceny/Theft from Motor Vehicle,RALEIGH,1000 BLOCK WAKE TOWNE DR
P23043368,-78.62833871,35.76602609,56B,Downtown,2023-08-07,2:38:00,Fraud/Credit Card-ATM Fraud,RALEIGH,1100 BLOCK HOLMES ST
P23043370,-78.57779785,35.85289335,35H,Northeast,2023-08-07,2:38:00,Larceny/All Other,RALEIGH,4900 BLOCK AVENIDA DEL SOL DR
P23043372,-78.62776834,35.77180535,25E,Downtown,2023-08-07,2:27:00,Assault/Simple,RALEIGH,700 BLOCK BRIGHT CREEK WAY
P23043372,-78.62776834,35.77180535,80B,Downtown,2023-08-07,2:27:00,All Other/Damage to Property (minor),RALEIGH,700 BLOCK BRIGHT CREEK WAY
P23043373,-78.6443265,35.84760042,71A,North,2023-08-07,3:01:00,Traffic/DWI (Driving While Impaired),RALEIGH,4900 BLOCK SIX FORKS RD
P23043374,-78.72004434,35.87328876,70E,Northwest,2023-08-07,3:03:00,Disorderly Conduct/Resist-Delay-Obstruct Officer,RALEIGH,3800 BLOCK GLEN VERDE TRL
P23043374,-78.72004434,35.87328876,35F,Northwest,2023-08-07,3:03:00,Larceny/Theft from Motor Vehicle,RALEIGH,3800 BLOCK GLEN VERDE TRL
P23043376,-78.63599044,35.86280439,71A,North,2023-08-07,4:39:00,Traffic/DWI (Driving While Impaired),RALEIGH,6000 BLOCK SANDY FORKS RD
P23043377,-78.62659156,35.82596312,25G,Southwest,2023-08-07,3:52:00,Assault/Aggravated,RALEIGH,900 BLOCK WAKE TOWNE DR
P23043384,-78.59443321,35.80843545,35F,Northeast,2023-08-07,7:21:00,Larceny/Theft from Motor Vehicle,RALEIGH,2100 BLOCK WESTINGHOUSE BLVD
P23043386,-78.68456503,35.74502874,35F,Southwest,2023-08-07,7:19:00,Larceny/Theft from Motor Vehicle,RALEIGH,2800 BLOCK BARRYMORE ST
P23043387,-78.68239084,35.83912309,35F,Northwest,2023-08-07,8:11:00,Larceny/Theft from Motor Vehicle,RALEIGH,4700 BLOCK RIVERWOOD CIR
P23043387,-78.68239084,35.83912309,80B,Northwest,2023-08-07,8:11:00,All Other/Damage to Property (minor),RALEIGH,4700 BLOCK RIVERWOOD CIR
P23043388,-78.68234203,35.74630976,80B,Southwest,2023-08-07,8:36:00,All Other/Damage to Property (minor),RALEIGH,2600 BLOCK RAINFORD CT
P23043389,-78.64719335,35.78772734,35A,Downtown,2023-08-07,8:38:00,Larceny/Pocket-Picking,RALEIGH,600 BLOCK GLENWOOD AV
P23043390,-78.61287236,35.79426934,56F,Southeast,2023-08-07,8:41:00,Fraud/Worthless-Bad Checks,RALEIGH,1100 BLOCK N RALEIGH BLVD
P23043391,-78.72063721,35.78641387,56F,Southwest,2023-08-07,8:42:00,Fraud/Worthless-Bad Checks,RALEIGH,5500 BLOCK WESTERN BLVD
P23043392,-78.64720655,35.78746557,35H,Downtown,2023-08-06,21:59:00,Larceny/All Other,RALEIGH,600 BLOCK GLENWOOD AV
P23043396,-78.64853475,35.74219687,35H,Southeast,2023-08-07,9:18:00,Larceny/All Other,RALEIGH,2800 BLOCK SOUTH WILMINGTON ST
P23043397,-78.65371452,35.78021495,35H,Southwest,2023-08-06,17:34:00,Larceny/All Other,RALEIGH,0 BLOCK MAYO ST
P23043399,-78.68239084,35.83912309,35F,Northwest,2023-08-07,8:37:00,Larceny/Theft from Motor Vehicle,RALEIGH,4700 BLOCK RIVERWOOD CIR
P23043399,-78.68239084,35.83912309,80B,Northwest,2023-08-07,8:37:00,All Other/Damage to Property (minor),RALEIGH,4700 BLOCK RIVERWOOD CIR
P23043400,-78.68279099,35.74617173,35F,Southwest,2023-08-07,9:03:00,Larceny/Theft from Motor Vehicle,RALEIGH,2500 BLOCK FERNDOWN CT
P23043401,-78.7742747,35.91996412,35H,Northwest,2023-08-07,9:24:00,Larceny/All Other,RALEIGH,7700 BLOCK CRYSTAL SPRINGS CIR
P23043402,-78.60943463,35.74948525,80A,Southeast,2023-08-07,9:17:00,All Other/All Other Offenses,RALEIGH,2200 BLOCK FOX RIDGE MANOR RD
P23043405,-78.61182147,35.83971755,80D,North,2023-08-07,9:14:00,All Other/Trespassing,RALEIGH,4300 BLOCK WAKE FOREST RD
P23043405,-78.61182147,35.83971755,35C,North,2023-08-07,9:14:00,Larceny/Shoplifting,RALEIGH,4300 BLOCK WAKE FOREST RD
P23043406,-78.66394618,35.80045674,35F,Southwest,2023-08-06,21:48:00,Larceny/Theft from Motor Vehicle,RALEIGH,2400 BLOCK WADE AV
P23043407,-78.7154711,35.85277279,30B,Northwest,2023-08-07,9:42:00,Burglary/Residential,RALEIGH,5700 BLOCK OAK MEADOW LN
P23043409,-78.66025852,35.79930726,56B,Southwest,2023-08-07,10:06:00,Fraud/Credit Card-ATM Fraud,RALEIGH,1100 BLOCK OBERLIN RD
P23043412,-78.6194635,35.82915208,35F,North,2023-08-07,9:24:00,Larceny/Theft from Motor Vehicle,RALEIGH,3400 BLOCK WAKE FOREST RD
P23043413,-78.70509906,35.86161486,35G,Northwest,2023-08-05,8:30:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,6000 BLOCK SHADETREE LANE
P23043414,-78.64939628,35.88004988,56A,North,2023-08-07,9:50:00,Fraud/False Pretense or Swindle,RALEIGH,7600 BLOCK LONGSTREET DR
P23043416,-78.63133368,35.82862059,35H,Southwest,2023-08-07,10:26:00,Larceny/All Other,RALEIGH,3900 BLOCK BARRETT DR
P23043417,-78.63964313,35.76130439,53A,Downtown,2023-08-07,9:07:00,Damage to Property (Group A),RALEIGH,1400 BLOCK S WILMINGTON ST
P23043418,-78.7436734,35.78176426,80F,Southwest,2023-08-07,11:10:00,All Other/Harassing Telephone Calls,RALEIGH,6400 BLOCK FARM GATE ROAD
P23043421,-78.70513595,35.82165228,56F,Southwest,2023-08-07,10:31:00,Fraud/Worthless-Bad Checks,RALEIGH,3000 BLOCK DURALEIGH RD
P23043422,-78.64226061,35.79144191,56G,Downtown,2023-08-07,10:17:00,Fraud/Rental Car Conversion,RALEIGH,700 BLOCK CAPITAL BLVD
P23043423,-78.70154956,35.85214272,56F,Northwest,2023-08-07,11:18:00,Fraud/Worthless-Bad Checks,RALEIGH,5100 BLOCK HOLLYRIDGE DRIVE
P23043424,-78.72063721,35.78641387,56F,Southwest,2023-08-07,11:19:00,Fraud/Worthless-Bad Checks,RALEIGH,5500 BLOCK WESTERN BLVD
P23043425,-78.676263,35.83421911,25G,Northwest,2023-08-07,10:25:00,Assault/Aggravated,RALEIGH,2200 BLOCK SUMMIT PARK LN
P23043426,-78.61573965,35.77835817,80A,Southeast,2023-08-07,11:03:00,All Other/All Other Offenses,RALEIGH,1600 BLOCK POOLE RD
P23043427,-78.64727874,35.78620833,25E,Downtown,2023-08-07,10:48:00,Assault/Simple,RALEIGH,400 BLOCK GLENWOOD AV
P23043428,-78.5548497,35.90631701,35H,North,2023-08-07,11:34:00,Larceny/All Other,RALEIGH,4800 BLOCK NEUSE VISTA WAY
P23043429,-78.75732173,35.91745614,35G,Northwest,2023-08-07,11:37:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,7200 BLOCK ACC BLVD
P23043431,-78.72063721,35.78641387,56A,Southwest,2023-08-04,11:43:00,Fraud/False Pretense or Swindle,RALEIGH,5500 BLOCK WESTERN BLVD
P23043439,-78.59073593,35.84780069,80A,Northeast,2023-08-07,12:45:00,All Other/All Other Offenses,RALEIGH,2600 BLOCK BRAFFERTON CT
P23043442,-78.72748581,35.87350354,56A,Northwest,2023-08-07,13:00:00,Fraud/False Pretense or Swindle,RALEIGH,8000 BLOCK GLENWOOD AV
P23043443,-78.60899267,35.77962746,30A,Southeast,2023-08-07,9:19:00,Burglary/Commercial or Non-Residential,RALEIGH,1900 BLOCK NEW BERN AVE
P23043444,-78.74084776,35.88445253,56B,Northwest,2023-08-07,13:00:00,Fraud/Credit Card-ATM Fraud,RALEIGH,8600 BLOCK GLENWOOD AVE
P23043447,-78.57432117,35.76790465,80B,Southeast,2023-08-07,12:22:00,All Other/Damage to Property (minor),RALEIGH,I 87 SB  &  POOLE RD
P23043448,-78.78578513,35.90706965,35C,Northwest,2023-08-07,13:06:00,Larceny/Shoplifting,RALEIGH,8300 BLOCK BRIER CREEK PKWY
P23043449,-78.66293872,35.79045349,35C,Southwest,2023-08-07,13:17:00,Larceny/Shoplifting,RALEIGH,500 BLOCK OBERLIN RD
P23043450,-78.73547087,35.80882505,80B,Southwest,2023-08-07,13:16:00,All Other/Damage to Property (minor),RALEIGH,1400 BLOCK RODESSA RUN
P23043455,-78.59693615,35.86701692,25E,North,2023-08-07,13:48:00,Assault/Simple,RALEIGH,6300 BLOCK DOWD FOREST DR
P23043456,-78.58198221,35.78873356,35D,Southeast,2023-08-07,10:40:00,Larceny/Theft from Building,RALEIGH,3200 BLOCK CALUMET DR
P23043458,-78.72745705,35.78251003,80A,Southwest,2023-08-07,13:49:00,All Other/All Other Offenses,RALEIGH,100 BLOCK MILLCHEST PL
P23043459,-78.64255925,35.79034014,30A,Downtown,2023-08-07,13:01:00,Burglary/Commercial or Non-Residential,RALEIGH,600 BLOCK CAPITAL BLVD
P23043460,-78.64739272,35.78417219,35A,Downtown,2023-08-07,13:33:00,Larceny/Pocket-Picking,RALEIGH,300 BLOCK GLENWOOD AVE
P23043462,-78.58370623,35.79822947,55A,Northeast,2023-08-07,14:38:00,Counterfeiting/Forgery,RALEIGH,3600 BLOCK BASTION LN
P23043463,-78.57774286,35.80050795,35F,Northeast,2023-08-07,13:11:00,Larceny/Theft from Motor Vehicle,RALEIGH,1700 BLOCK TRAWICK RD
P23043466,-78.56891709,35.86735873,35C,Northeast,2023-08-07,14:58:00,Larceny/Shoplifting,RALEIGH,7900 BLOCK OLD WAKE FOREST RD
P23043468,-78.74306604,35.79127142,35H,Southwest,2023-08-07,15:11:00,Larceny/All Other,RALEIGH,7100 BLOCK CHAPEL HILL RD
P23043469,-78.61210104,35.80534726,35C,Northeast,2023-08-07,14:54:00,Larceny/Shoplifting,RALEIGH,2400 BLOCK CRABTREE BLVD
P23043477,-78.58020103,35.77965722,56B,Southeast,2023-08-07,14:55:00,Fraud/Credit Card-ATM Fraud,RALEIGH,200 BLOCK MICHAEL J SMITH LN
P23043477,-78.58020103,35.77965722,35H,Southeast,2023-08-07,14:55:00,Larceny/All Other,RALEIGH,200 BLOCK MICHAEL J SMITH LN
P23043478,-78.55487936,35.90837286,51C,North,2023-08-07,15:35:00,Weapons/Shots Fired,WAKE COUNTY,9400 BLOCK CAPITAL BLVD
P23043481,-78.54294048,35.77241619,56B,Southeast,2023-08-07,16:20:00,Fraud/Credit Card-ATM Fraud,RALEIGH,0 BLOCK ANDERSON POINT DR
P23043481,-78.54294048,35.77241619,35F,Southeast,2023-08-07,16:20:00,Larceny/Theft from Motor Vehicle,RALEIGH,0 BLOCK ANDERSON POINT DR
P23043488,-78.6814062,35.75241185,56C,Southwest,2023-08-07,16:45:00,Fraud/ID Theft,RALEIGH,1900 BLOCK ORCHARD HOLLOW LN
P23043489,-78.63916456,35.77890711,25E,Downtown,2023-08-07,16:59:00,Assault/Simple,RALEIGH,100 BLOCK FAYETTEVILLE ST
P23043489,-78.63916456,35.77890711,54Z,Downtown,2023-08-07,16:59:00,Drug Equipment/Paraphernalia,RALEIGH,100 BLOCK FAYETTEVILLE ST
P23043494,-78.67994171,35.88966895,35F,Northwest,2023-08-07,17:07:00,Larceny/Theft from Motor Vehicle,RALEIGH,2500 BLOCK HOWARD RD
P23043495,-78.68631338,35.83855524,80F,Northwest,2023-08-07,16:56:00,All Other/Harassing Telephone Calls,RALEIGH,4800 BLOCK EDWARDS MILL RD
